But	Maar
begging	smeek
gracious	genadig
of	tydens
declined	afgeneem
It	het
unfair	onregverdige
because	Omdat
wonder	verbasend
unquestionably	ongetwyfeld
number	baie
separateness	afgeskeidenheid
cleanness	reinheid
of	toe
Efforts	Pogings
logging	houtkappery
humanity	mensdom
substances	stowwe
unknown	onbekend
claims	bewerings
assertion	bewering
Darwinian	Darwinistiese
merely	slegs
Still	Nog
crops	gesaaides
it	toegesien
fraction	breukdeel
however	hoe
heart	nie
by	onder
drug	dwelmgebruikers
certain	party
While	Al
stated	wat
kindly	liefdevol
go	Gaan
depend	afhanklik
Shimbun	Sjimboen
rivalry	mededinging
kill	lewe
supplies	voorsien
stop	op hou
transfusions	oortappings
watchful	waaksaam
with	hou
west	westekant
shown	aan
meaning	wat beteken
painted	geskilder
stuff	dinge
To	Ter
illustrate	toeligting
own	alleen
Each	elkeen
nerve	senuwee
Mr	Mnr
morning	vanoggend
invaders	invallers
enhance	verbeter
comments	kommentaar
better	makliker
wheelchair	rystoel
devote	bestee
friendship	vriende
making	jy
an	jou
a	hom
away	af
facing	waarvoor
powerful	kragtiger
attack	aangeval
grew	toegeneem
increased	gestyg
passages	Skrifgedeeltes
training	opleidingsprogram
riding	ry
motorcycle	motorfiets
take	in
mother	skoonma
due	danke
keep	Hou
know	nie
preacher	predikant
without	daarsonder
Thinking	gedink
Sister	suster
alliances	bondgenootskappe
have	daartoe
dual	tweeledige
mission	sending
says	Volgens
sites	terreine
favorable	gunstig
side	sy
fearful	bevrees
fleeing	gevlug
Part	Deel
symbols	simbole
have	dan
disbelief	ongeloof
Governments	Regerings
attention	luister
entitled	tema
a	my
fine	Goeie
Innocent	Innocentius
finance	finansier
basket	mandjie
cables	kabels
directly	reg
failed	misluk
doves	duiwe
Olympics	Olimpiese Spele
an	as
College	Kollege
rose	gestyg
an	
News	nuus
press	pers
demands	vereis
poured	uitgegiet
left	oor
18,000	18 000
one	hulle
necessary	moet
mental	geestesiektes
look	ondersoek
sneeze	nies
enjoyable	aangenaam
calling	roep
Hundreds	Honderde
armies	leër
7	8
Madagascar	Madagaskar
Constantinople	Konstantinopel
Istanbul	Istanboel
astronomical	astronomiese
clock	klok
Arabic	Arabiese
have	wees
when	hy
as	of
on	bo
Moreover	bowendien
sent	weggestuur
invitations	uitnodigings
disfellowshipped	uitgesette
up	wat
safeguard	bewaak
grounds	grond
handsome	aantreklike
charm	sjarme
soon	oomblik
seem	gelyk
only	bloot
honored	vereer
determine	besluit
commerce	handelswêreld
removed	geruim
colorful	kleurryke
happy	blye
preference	voorkeur
Jubilee	Jubeljaar
associated	assosieer
1,300	300
household	huisgenote
For	As
obtain	bekom
too	veel
skirt	romp
gone	weg
religious	van
moved	het beweeg
voyage	seereis
across	deur
tended	geneig
indicated	gesê
linked	verband
honey	heuning
clearly	ongetwyfeld
as	al
realistic	realisties
records	rekords
any	al
declaration	bekendmaking
lasting	blywend
weeping	gehuil
meeting	samekoms
distinguish	tussen onderskei
right	goed
from	en
been	tevore
newly	nuutgevonde
gem	juweel
acquainted	vertroud
persecutions	vervolging
shipped	verskeep
forced	noodgedwonge
simple	eenvoudig
elementary	elementêre
enjoying	&apos
protein	proteïene
is	daarby
shells	skulpe
dominates	oorheers
relationships	verhoudinge
stealing	gesteel
advocated	voorgestaan
sows	saai
planning	plan
	laat
&apos	het
Nonetheless	Nietemin
slanderous	lasterlike
continued	voortgeduur
six	sesjarige
shot	doodgeskiet
be	al
Author	skrywer
periods	tye
childhood	kinderdae
	gestuur
finding	&apos
vessels	voorwerpe
nearing	nader
regarding	met
as	
fleeing	vlug
Far	ver
House	huis
take	jy
promised	beloof
supplied	voorsien
during	toe
convent	klooster
Jesse	Isai
anoint	salf
To	Die
mortal	sterflike
noted	daarop
snakes	slange
including	sluit
instinctive	instinktiewe
trait	eienskap
powerful	sterkste
muscles	spiere
tested	beproefde
quality	hoedanigheid
faith	geglo
not	geen nie
mind	gesindheid
thought	mening
9	nege
trailer	woonwa
budget	begroting
Bay	baai
heartening	bemoedigend
&apos;s	van
characters	Bybelkarakters
was	daarvan
eclipse	verduistering
fractions	fraksies
components	komponente
processed	verwerk
find	vonds
million	miljoen miljoen
encounter	ontmoeting
depends	afhanklik
port	hawestad
advantage	gebruik
tools	hulpmiddels
seriousness	ernstig
neighborly	barmhartige
college	universiteit
woven	geweefde
has	met
numbers	nommers
listed	lys
lowly	geringes
distress	angs
humiliation	vernedering
Neither	Nie
Do	Sê
firmly	ferm
showing	getoon
us	ons het
them	Dit
presiding	presiderende
coverage	dekking
Again	weer
&quot	&apos;Die
escape	ontkoming
formed	gesmee
no	enige
Clearly	ongetwyfeld
has	tot
yours	julle
Each	elke
close	noukeurig
demand	aanvraag
greatest	meeste
union	huwelik
jealous	jaloers
it	so
steep	steil
Fifteen	Vyftien
hire	huur
do	wat
short	n
cost	lewenskoste
focused	aandag
tensions	spanning
archive	argief
middle	middelste
tape	kaset
deleted	uitgevee
listed	gelys
similar	soortgelyks
hastily	oorhaastig
showy	spoggerige
display	vertoon
means	lewensmiddele
logical	logiese
customarily	gewoonlik
gather	bymekaarkom
near	na
administration	bestuur
stir	roer
draw	om
vocabulary	woordeskat
sentences	sinne
bottom	slotsom
picture	prent
some	of ander
limb	ledemaat
As	Hoe
foundations	fondamente
are	ook
are	wel
Thirty	dertig
free	vryheid
organize	organiseer
time	rukkie
Italian	Italiaans
celebrating	vier
one	jou
Pray	Bid
do	kry
manage	reg
up	dit
Become	Word
doers	daders
spontaneous	spontaan
keep	steeds
does	ons
he	God
suicide	selfmoordsyfer
teenagers	tienderjariges
enlightenment	lig
person	hom
due	toekom
happy	geluk
nourishment	voeding
create	&apos; skep
at	ek
made	van
direction	raad
conditions	lewensomstandighede
existed	daar
guarded	bewaak
comfort	gemak
protect	om beskerm
declare	bekend
Isa	Jes
Bible	Bybelstudie
governing	bestuursliggaam
link	verband
wounds	wonde
purposed	voorgeneem
bruise	vermorsel
networking	netwerke
motivate	motiveer
These	Die
haughty	hoogmoediges
powerful	magtiges
seek	wil
spirit	n
prominence	vernaamheid
separated	uitmekaar
Cephas	Sefas
fill	vervul
believing	geloof
abound	oorvloedig
is	by
man	was
from	nadat
found	is
impartial	onpartydige
absorbed	verdiep
Deliverer	Verlosser
business	sakeonderneming
on	as
ancient	oue
capable	kan
albeit	al
lesser	mindere
controversies	geskille
Muslims	Moslems
Egyptian	Egipte
catching	vang
represent	stel
movable	los
type	letters
in	teen
portions	gedeeltes
soon	Kort
Eyes	oë
constantly	heeltyd
myriads	tienduisende
crocodiles	krokodille
bears	bere
zebras	sebras
ants	miere
maybe	dalk
shorter	korter
religious	die
guide	leiding
span	lewensduur
back	in
then	tyd
mentioned	waarvan
preserving	bewaar
from	daaruit
face	om
that	kan
initially	aanvanklik
heard	het
speech	toespraak
deliberately	opsetlik
provisions	voorsiening
for	gemaak
invited	uitgenooi
blesses	seën
marvel	wonder
kind	goedhartigheid
false	misstap
step	begaan
receive	die
	bewaar
songs	liedere
another	weer
powers	oefen
both	wat
ecological	ekologiese
crises	krisisse
alerted	gewaarsku
threatens	bedreig
rather	wees
praises	lof
because	as
proclaim	verkondig
in	gebruik
effort	om
Ninevites	Nineviete
what	het
come	toekoms
given	ontvang
man	nie
entire	ganse
opposition	teëstand
was	van
household	gesin
calls	verg
summer	somermaande
ideas	gedagtes
prove	wees
gained	verkry
liberation	bevryding
as	na
particularly	besonder
maintaining	om
tone	stemtoon
brain	mensebrein
into	oor
family	is
Yeah	Ja
&apos;ve	nog
inculcate	inskerp
defense	verdedig
came	gekry
French	Franssprekende
Here	Dit
as	dit
springtime	lente
Loyal	Lojale
book	wetboek
genocide	volksmoord
American	Amerika
parishes	gemeentes
imported	ingevoer
From	Vanuit
must	sekerlik
controlled	beheer
leaving	vertrek
drivers	bestuurders
terrorism	terrorisme
required	wat
turning	keerpunt
eats	eet
arrival	aangekom
won	het
peer	portuurdruk
involved	betrokkenes
Its	Dit
transgressions	oortredings
diagnosed	vasgestel
glaucoma	gloukoom
naturally	natuurlike
environments	omgewings
paying	betaling
tithes	tiendes
apparent	oënskynlike
it	waar
Colossae	Kolosse
idolatry	afgodery
fellowmen	medemens
holding	vashou
poised	gereed
(	van
enable	dit
Your	U
countless	tallose
choose	keuse
preserve	om bewaar
consideration	bedagsaam
Afterward	Agterna
great	goeie
making	dat
decisions	neem
Throughout	Gedurende
Savior	Verlosser
unbelievable	ongelooflik
bereaved	bedroefde
suitable	geskik
Rehoboam	Rehabeam
Nations	nasies
Poor	armes
Rich	ryk
global	aarde
try	probeer
this	volgende
teen	tiener
listener	luister
instead	nie
site	bouperseel
Questions	Vrae
Young	jongmense
Answers	antwoorde
both	van
his	Hy
malicious	kwaadwillige
dealing	jy
eventual	uiteindelik
correct	juiste
stand	opvallend
defenseless	weerlose
if	dit
when	het
	trek
sheeplike	skaapgeaardes
breast	bors
number	syfer
multiplied	vermenigvuldig
too	het
softly	saggies
to	nou
this	nou
compels	dring
might	moet
being	in
souled	heelhartig
bad	swak
turned	hulle
leave	oorlaat
Limbo	Limbus
is	nog
respected	gerespekteerde
those	dit
last	Uiteindelik
man	mensdom
ills	euwels
plague	teister
drunken	dronkenskap
revelries	swelgerye
outstanding	uitstaande
now	nóú
come	komende
calculates	bereken
variables	veranderlikes
do	hulle
ways	lewenswyse
guys	ouens
act	opgetree
independently	onafhanklik
timeless	tydlose
egotism	egotisme
murderous	moorddadige
thus	manier
ensuring	verseker
ancient	Eertydse
passes	verbygaan
real	regte
arteries	slagare
at	waar
bottom	bodem
unseen	onsigbare
premarital	voorhuwelikse
drinking	drank
distinguishes	onderskei
The	Dié
wrong	onreg
lovingly	liefdevolle
openly	openlik
Comfort	vertroosting
continues	voort
lotteries	loterye
quarter	kwartmiljoen
ash	as
meaning	sin
heresy	kettery
gone	gegaan
neurons	neurone
haven	hawe
after	versorg
families	familie
treaty	verdrag
aimed	gemik
invention	uitvinding
slower	stadiger
oxen	osse
Perhaps	dalk
release	bevryding
debate	debat
Hungarian	Hongaars
including	insluit
ruling	saam
Milky	Melkweg
each	almal
category	kategorie
films	rolprente
exported	uitgevoer
origin	herkoms
struggled	geworstel
were	baie
Check	Bevestig
box	boks
stepchildren	stiefkinders
risen	gestyg
gang	bende
with	sonder
remorse	berou
excused	verskoon
behaviour	gedrag
this	hieraan
bring	ons
hear	verhoor
fearing	wat vrees
being	aangesien
Why	waarom
connect	verbind
founding	grondlegging
and	EN
Aztec	Asteekse
tomato	tamatie
aboard	op
having	van
odd	vreemd
take	hulle
attacking	aanval
striving	probeer
footsteps	voetspore
learn	verneem
called	uitgeroep
not	eers
attended	het bygewoon
matter	kwessie
remained	steeds
Communists	Kommuniste
beds	beddens
they	dat
Nothing	niks
Than	as
rather	te
might	beoefen
up	teen
hated	haat
global	aardwye
Anyone	Enigeen
import	betekenis
be	bly
dug	gegrawe
blanket	kombers
administered	toegedien
reduces	verminder
across	oorkant
Easter	Paasfees
Year	Jaar
like	soortgelyke
accepted	aangeneem
moving	roerende
spoken	gesê
apart	mekaar
using	behulp
devotion	verering
brutal	wrede
later	Later
who	met
meetings	Christenvergaderinge
that	deurdat
ministered	gedien
ministering	dien
cut	kap
this	ons
while	tydjie
remaining	oorblyfsel
don	dink
limited	min
financially	finansieel
of	moet
showing	betoon
feeling	meegevoel
brotherly	broederlike
tenderly	tere
joyful	vreugdevol
factories	fabrieke
won	gaan
embarrass	verleentheid
board	raad
grieve	treur
bag	tas
returned	by
she	het
marrying	met trou
disastrous	rampspoedig
earlier	het
totally	geheel
friendly	vriendelik
Fact	Feit
False	valse
benefit	behoewe
utterance	woord
With	Toe
bells	klokke
northeast	noordooste
believed	glo
examination	selfondersoek
fellow	n
accord	ooreenkomstig
turn	skakel
toxins	gifstowwe
calm	kalmeer
article	lidwoord
established	opgerig
progressively	stelselmatig
accused	beskuldigde
gatherings	samekomste
unsure	onseker
safer	veiliger
desertification	woestynvorming
Treat	Behandel
	kry
additional	verdere
go	gegaan
release	vrygelaat
back	weerhou
souled	heelhartige
realm	ryk
anywhere	enige plek
served	was
facilities	takfasiliteite
educational	onderrigtingswerk
adequate	genoeg
quick	kort
disposal	beskikking
tall	hoog
venture	waag
Roman	Romeine
power	bewind
silently	stil
watch	dop
appearance	verskyning
my	ons
goes	word
carefully	mooi
down	in
complaint	kla
nevertheless	nogtans
visited	het besoek
just	dit
director	hoof
guard	bewaar
about	stand
evildoer	kwaaddoener
side	langs
caution	versigtig
runs	hardloop
sponge	spons
excited	opgewonde
growing	wat
when	van
value	waardeer
inside	innerlik
inborn	ingebore
apart	onderskei
preacher	prediker
turn	begin
Love	liefde
rejoices	bly
do	wees
panic	paniekbevange
Bombay	Bombaai
lawyer	prokureur
own	te
comment	opmerking
lawns	grasperke
enter	in ingaan
resolved	opgelos
	kant
chat	kletskamer
vital	lewensbelangrik
Regrettably	Ongelukkig
Despite	ondanks
many	mense
mild	sagmoedig
cut	sny
minister	Christenbedienaar
relief	noodleniging
on	wanneer
gives	bied
nightmare	nagmerrie
fertilization	bevrugting
	vorm
hollow	hol
inner	binneste
together	saamgevoeg
apart	skei
drop	druppel
sovereign	soewereine
	wanneer
troubled	probleme
Being	om
what	dit
rigid	onbuigsaam
escaped	ontsnap
wrath	woede
Seville	Sevilla
revised	hersien
collectively	gesamentlik
urge	drang
sacks	sakke
onions	uie
merchant	handelaar
prospective	toekomstige
plans	reëlings
circumstance	omstandighede
does	dus
imply	impliseer
idolater	afgodedienaar
drunkard	dronkaard
it	laat
from	ná
burned	afgebrand
does	word
hardships	ontberinge
share	van
symptom	simptoom
defined	gedefinieer
emergency	noodgeval
few	enkele
-	kan
noisy	lawaaierige
speaking	gepraat
encouraged	het
signed	onderteken
late	Laat
branch	takkneg
then	destydse
before	by
relics	relieke
interpretation	interpretasie
protect	om
Humans	mens
exercise	oefen
	hiervan
nails	spykers
nice	lekker
here	Hier
bring	teweegbring
cut	afgesny
off	te
b.c.e	vhj
keeping	wat
from	hieruit
or	anders
pleasurable	aangenaam
attendant	dienaar
couple	Paar
cakes	koeke
solar	sonnestelsel
keeper	handhawer
weeping	huil
passing	verloop
Former	voormalige
situation	wêreldsituasie
undermining	ondermyn
course	optrede
Ancient	Oue
Days	dae
begged	het gesmeek
keep	byhou
to	Op
persuade	oorreed
Mass	Mis
service	dien
making	laat
sprout	uitspruit
vegetation	plante
system	godsdiensstelsel
that	waaroor
participation	deelname
obtain	&apos
delegate	delegeer
	Net
creating	om
kept	aanhou
suitcases	tasse
typewriter	tikmasjien
attachment	gehegtheid
sharing	deelneem
treasured	kosbare
point	is
discarded	weggegooi
depends	hang af
touching	roerende
fortress	vesting
dating	dateer
Being	Wese
missionary	sendingreis
severe	kwaai
amazing	verstommende
deliverance	bevryding
skilled	vaardige
achieve	verkry
effort	span
Cannot	Kan
does	dui
capital	doodstraf
Hearing	hoor
meditation	peins
printing	drukwerk
would	met
enjoying	ons
six	Ses
carrying	met
represents	voorstel
with	te kom
survive	oorlewe
bits	stukkies
boundaries	perke
	verloor
	glo
believe	aan
conducted	wat
clever	slim
responded	gunstig gereageer
make	ten
Having	Aangesien
cost	gekos
seed	saadjie
appeal	byval
for	nog
bound	gebind
sides	sye
equal	ewe
detestable	verfoeilik
tool	hulpmiddel
setting	om
disciplining	dissiplineer
instructor	instrukteur
zone	sone
Deaf	Dowes
rejecting	verwerp
Pentateuch	Pentateug
The	As
surprise	verrassing
birthplace	geboorteplek
grieved	bedroef
ambitious	ambisieuse
disregard	minagting
moments	tye
heights	hoogtes
break	verbreek
Seraphim	Serafim
overcrowded	oorvol
he	Jehovah
us	ons nie
Humbly	nederig
themselves	te
one	&quot
Those	wat
prove	toon
conducted	gehou
each	jaarliks
thousands	derduisende
changes	veranderinge bring
Philip	Filips
sheeplike	skaapgeaarde
Sheol	Sjeool
conceal	verberg
bloody	bloedige
congress	kongres
scent	reuk
attracts	lok
because	wille
	
is	aan
ropes	toue
rock	rotse
improved	verbeterde
shrink	terugdeins
Realizing	besef
quit	uit bedank
likely	onwaarskynlik
Discipline	Dissipline
cause	&apos
shock	skok
located	geleë
grounds	gronde
antisocial	antisosiale
Schools	Skole
Crime	misdaad
along	saamgeneem
seems	of
contemplating	oorweeg
disposition	geaardheid
apostates	afvalliges
petition	petisie
penitentiary	strafgevangenis
seated	wat
it	sit
Help	hulp
wander	dwaal
Christian	Christenmanne
reefs	riwwe
edible	eetbare
seaweed	seewier
delicious	heerlike
equally	so
causes	laat
succeed	suksesvol
highly	groot
For	was
much	min
same	net
settled	gevestig
reliability	betroubaarheid
consumption	inname
grams	gram
intensely	intens
melt	smelt
suggests	toon
becoming	en
in	help
Granted	Dit
up	grootgeword
a	ten
do	regkry
In	&apos
survey	Opname
polled	ondervra
fed	gevoer
as	n
are	stel
study	hou
morality	sedes
poetic	digterlike
increase	verhoog
observation	opmerking
poetry	gedigte
rises	styg
move	skuif
Scholars	Geleerdes
Levites	Leviete
cover	voorblad
prostate	prostaat
them	hulle hulle
swim	swem
yearning	begeerte
slaves	diensknegte
him	Hy
beware	oppas
	lewe
gives	vir
using	wat
objects	voorwerpe
hoped	hoop
purchases	koop
convincing	oortuigende
Chron	Kron
sense	aanvoel
Take	Beskou
campus	kampus
evolutionists	evolusioniste
times	het
stoned	gestenig
availability	beskikbaarheid
up	van
parts	onderdele
fatal	noodlottige
officials	beamptes
	is dat
teaching	onderwys
schooling	tuisonderrigting
resolution	resolusie
Changed	verander
mother	moedertaal
seraphs	serafs
thousand	eenduisend
need	ons
What	Die
advent	koms
trained	geoefen
terrified	bang
home	tuisbybelstudies
studies	gehou
That	dit
joy	bly
when	deur
Commenting	lewer kommentaar
trends	neigings
Protector	Beskermer
safeguarded	beskerm
influenced	invloed
favorite	geliefkoosde
were	saam
occupied	besig
whose	met
7	6
worship	dien
thus	dan
gain	wen
purely	suiwer
established	bevestig
consistent	konsekwente
1,600	600
12th	12de
destined	bestem
render	gee
account	rekenskap
immature	onvolwasse
active	aktiewe
layer	lagie
wise	wyses
for	Want
when	waarin
sanctuary	heiligdom
well	welbehaaglik
outlook	beskouing
	ervaar
trust	Vertrou
minor	geringe
failings	tekortkominge
in	ons
as	soveel
opposed	teëgestaan
depart	wyk
undertone	gedempte
it	staan
Leviathan	Leviatan
Eliezer	Eliëser
the	alle
antelope	wildsbokke
will	dan
himself	Homself
writers	Bybelskrywers
real	baie
to	gehelp
preaching	Koninkryksprediking
considers	bespreek
extensive	groot
smallest	kleinste
alphabet	alfabet
streets	strate
packed	stampvol
passage	verloop
reliable	betroubaar
liars	leuenaars
restoring	om herstel
(	1
inhabitant	inwoner
contemporary	hedendaagse
Loyalty	lojaliteit
valueless	waardelose
lack	tekort
psychologists	sielkundiges
others	andere
contradictory	teenstrydig
was	gehad
voted	gestem
to	ten
are	bestaan
