When	Xa
beginning	kwasekuqalekeni
who	oya
may	ekusenokwenzeka
included	zaziquka
assures	uyasiqinisekisa
possible	enokwenzeka
limited	umda
he	wayefuna
brothers	njengabazalwana
in	kwiinkalo
high	ngumbingeleli omkhulu
realized	waqonda
must	nimele
mind	yengqondo
mean	wayethetha
much	ininzi
weather	imozulu
die	bayafa
income	umvuzo
impossible	nzima
obtain	ukufumana
We	Siza
overly	ngokugqithiseleyo
attentive	ingqalelo
near	busondele
their	waso
home	emzini
benefits	iinzuzo
to	ukuyeka
treatment	yonyango
sight	wabona
religious	elunqulweni
Michael	uMikayeli
and	nolonwabo
shall	uya
than	kune
live	uphile
is	kunjalo
gambling	lokungcakaza
whatever	nokuba
boy	inkwenkwe
spending	ukuchitha
has	ibe
saying	ilizwi
what	yintoni
appeared	yabonakala
born	Ndazalwa
even	nakuba
to	ukuhlala
tool	isixhobo
languages	kwiilwimi
to	basebenzise
adversity	ubunzima
the	walo
what	kwenziwa
suffering	ngokubandezeleka
found	kwafunyanwa
Mediterranean	lweMeditera
loved	othandekayo
often	izihlandlo
slow	uzeka kade
kindness	ngenceba
face	ajamelane
extent	umkhamo
should	efanele
meant	yayithetha
Paradise	eParadesi
pornography	imifanekiso engamanyala
the	iincwadi
Alexander	Alesandire
warships	zemfazwe
Where	phi
are	na
hope	abanethemba
Ask	Zibuze
sleep	ndilale
shall	ndiya
part	becala
skin	eluswini
done	ntoni
true	iyinyaniso
true	yinyaniso
enter	ukungena
I	Ndinesifo
trying	ndizama
weight	ubunzima bomzimba
knees	amadolo
Maker	uMenzi
all	Bonke
trying	bezama
kidneys	izintso
thoughts	ngcinga
&apos;s	zikabani
Likely	Mhlawumbi
Nicodemus	uNikodemo
command	umthetho
snare	umgibe
song	kwengoma
spirit	ngokomoya
fleshly	yenyama
desires	yiminqweno
Cultivating	Ukuhlakulela
ruler	umlawuli
would	owawuya
what	kwenzekayo
some	ithile
divorce	uqhawulo mtshato
someone	kumntu
giving	lokupha
It	Le
cramped	emxinwa
road	esa
theocracy	ulawulo lobuthixo
used	walisebenzisa
trees	nemithi
of	emikhulu
crisis	ingxaki
news	leendaba
knew	ukuba
physical	omzimba
desiring	banqwenela
future	lwexesha elizayo
magazine	kwiphephancwadi
love	yothando
promises	ithembisa
Japan	EJapan
it	akukho
unreasonable	ngqiqweni
few	bambalwa
talking	wayethetha
publications	nakwiimpapasho
kindness	kububele
based	obusekelwe
Word	eLizwini
say	ndingathi
lungs	imiphunga
valley	ntlambo
clear	kucacile
gain	sizuze
wrath	umsindo
Job	kuYobhi
indefinite	elingenammiselo
trust	bakholosa
long	ekuhambeni
run	kwexesha
harmony	ngokuvumelana
sister	nodadewethu
scriptures	zibhalo
our	kusinceda
living	aphile
decision	izigqibo
I	ndenza
progressing	inkqubela
hull	kwisiqu senqanawa
of	yama
invited	samenyelwa
South	yaseMzantsi
claim	zithi
chooses	ukhetha
baptism	kokubhaptizwa
important	ubaluleke
own	ngokwakhe
single	elinye
shortages	ukunqongophala
lawlessness	kokuchas umthetho
realized	Ndaqonda
I	ndifumene
some	ngenye
Yet	ke
happen	zenzeke
Bill	iBhili
Rights	yamaLungelo
boat	kwisikhephe
way	kuyindlela
the	zale
in	kwileta
but	ukanti
ways	ziindlela
death	zokufa
themselves	ngokwabo
thoughts	neengcinga
had	yaba
by	kwangaphambili
trust	bakholose
conduct	yihambo
infected	sifo
some	inxalenye
Committee	leKomiti
high	esiphezulu
system	phakade
suffering	ubunzima
one	kulowo
months	beenyanga
a	nesinye
Kingdom	SoBukumkani
another	ngayo
what	Kungayiphi
Truly	Eneneni
olive	yomnquma
fascinating	umdla
persecution	nentshutshiso
opposition	nenkcaso
thus	ndlela
gain	bazuze
any	nasiphina
&apos;s	wale
understand	ukukuqonda
regard	mbandela
following	Ngokulandela
further	olungakumbi
life	izinto
states	itsho
had	sele
time	asiloxesha
objective	Injongo
continue	uqhubeka
Messiah	UMesiya
from	kuphuma
within	nje
congregation	kwebandla
provided	wanikela
sending	ngokuthumela
modern	bale
from	luvela
need	bamele
flock	yomhlambi
right	lasekunene
deep	onzulu
wonder	bayazibuza
the	nendawo
sarcoidosis	
from	ababesuka
which	kuzo
Pentecost	wePentekoste
months	neenyanga
chief	intloko
life	ngemihla
Peace	yoXolo
cruel	ngenkohlakalo
you	usiya
camp	nkampu
earthquakes	neenyikima zomhlaba
a	kubangela
vine	umdiliya
tree	umkhiwane
difficult	ekunzima
can	kunokukwenza
of	yokuhamba
most	lelona
can	ngaba
In	Kwiimeko
more	nangaphezulu
can	anokuthi
oneness	ubunye
Will	uya
is	iluncedo
term	elide
flying	ezibhabhayo
creatures	nezidalwa
one	nye
many	Baninzi
out	kuphuma
prophet	womprofeti
next	ngokulandelayo
some	ngamanye
alone	eyedwa
satisfy	ukwanelisa
kinds	iintlobo
to	zifumane
you	uqonde
meaning	injongo
anything	kwanto
which	awathi
lie	ongenakuxoka
poor	olihlwempu
kill	ukubulala
Proverbs	eMizekeliso
fellow	akhonza
officer	igosa
me	ukundenza
to	ekufumaneni
about	ngoku
Dad	noTata
blessed	kusikelelwa
there	phaya
well	ngokunjalo
too	nam
	xa
couple	Isibini
of	awathethwa
religion	wonqulo
were	ayekho
whatever	nantoni na
took	yathabatha
and	nesi
no	mntu
says	ikutshoyo
cope	ukujamelana
Water	Amanzi
most	lolona
Earth	eMhlabeni
please	ukumkholisa
member	olilungu
times	kangangezihlandlo
your	kukunceda
the	La
million	azizigidi
vegetables	nemifuno
of	zelo
nation	lizwe
is	lixesha
meaning	kuthethwa
visit	ukutyelela
project	msebenzi
effect	yoko
alcohol	butywala
Such	anjalo
stories	Amabali
are	adla
as	njengobungqina
&quot	ithi
rapid	ngokukhawuleza
Anna	uAnna
fellowship	ubudlelane
kindness	bububele
its	indlela
read	sifunde
greatly	gqitha
back	ebuyela
clean	ucocekile
Might	Ngaba
guilt	ityala
a	kubekho
assembly	indibano
be	ngabantu
Ask	Bayabuza
beliefs	ngeenkolelo
clear	gca
Try	Zama
evil	ubungendawo
once	emva
will	abuyi
five	kwemihlanu
Back	phayaa
actions	ngezenzo
use	unokusebenzisa
this	zeli
sign	uphawu
nothing	lutho
slave	umkhonzi
buildings	izakhiwo
ourselves	sizibhokoxe
mother	ngumama
nurse	umongikazi
home	yasekhaya
improve	uphucule
also	nayo
love	Ukuthanda
flock	emhlambini
responsibility	nembopheleleko
true	ngokwenene
would	besiya
for	Kuba
as	emva
Abner	uAbhinere
you	uthethe
who	aye
recreation	ukuzonwabisa
meal	kwesidlo
evening	ngengokuhlwa
use	yokusetyenziswa
total	ngokupheleleyo
can	kukwazi
do	bazenze
likewise	ngokunjalo
do	nani
matter	umcimbi
Millions	izigidi
are	ziya
fruit	yeziqhamo
it	kwaba
could	bakwazi
in	ezindaweni
and	nezindlu
reward	ngumvuzo
Tent	ententeni
ask	ucele
praying	ethandaza
earnestly	ngenyameko
blood	egazi
stopped	bayeka
mild	nobulali
worshipers	ngabanquli
case	Xa
believe	uyakholelwa
promises	kwezithembiso
obedience	ngokuthobela
Thomas	uThomas
some	okuthile
him	kwamenza
dedication	nozahlulelo
Further	Ngaphezu
themselves	ngokwazo
future	nekamva
land	zomhlaba
of	zamaNgqina
temple	yitempile
firm	siqinile
avoid	sikuphephe
fleshly	ngokwenyama
holiness	ngcwele
into	ungene
itself	ngokwawo
appear	abonakale
not	bekungayi
counseled	waluleka
mental	nasekweyiselweni
Biblical	zeBhayibhile
visit	kutyelelo
movement	intshukumo
ships	lwenqanawa
known	ezaziwayo
religions	unqulo
copyists	abakhupheli
manuscripts	imibhalo ngqangi
synagogues	kwizindlu zesikhungu
Even	Kwanaxa
ill	ukufa
past	ngaphambili
Keep	Hlalani
doing	nisenza
free	ngaphandle
special	akhethekileyo
a	intambo
breast	webele
In	Kumaxesha
meet	ukuhlangabezana
spiritual	nezokomoya
Reuben	bakaRubhen
firstborn	amazibulo
father	kayise
Joseph	bakaYosefu
to	ukuchitha
phone	umnxeba
indicates	lubonisa
musicians	iimvumi
valor	anobukroti
beneficial	iyingenelo
young	ityendyana
should	ngaba
Governing	liQumrhu
judicial	yokugweba
faithful	ngokuthembeka
service	ukukhonza
Council	kwiBhunga
no	alikho
those	labo
would	laliya
big	olukhulu
tree	komthi
was	ukuze
lions	weengonyama
insurance	inshorensi
Angola	eAngola
June	ngoJuni
drug	iziyobisi
fact	Phofu
Truly	Inene
Whoever	Nabani
does	na
means	kuze
in	enkulu
thereafter	kamva
at	ngamathuba
into	uye
missionary	ngumthunywa wevangeli
was	wayemalunga
indicated	wabonisa
never	engazange
married	atshate
of	kunazo
seeds	iimbewu
heaven	zezulu
are	ziyakwazi
lodging	yokuhlala
died	yafa
leg	umlenze
respectful	intlonelo
former	owayesakuba
think	cinga
painful	ebuhlungu
otherwise	ngenye
of	kwaso
speed	Isantya
ship	senqanawa
would	sasiza
young	nabaselula
credit	uzuko
this	msebenzi
Hebrews	AmaHebhere
things	lwezinto
feed	ukutya
looked	wakhangela
immortal	ongafiyo
righthearted	abantliziyo zilungileyo
were	babe
days	ngeentsuku
account	Ngenxa
to	babhenela
support	baxhase
for	bafumane
prices	kwamaxabiso
eat	batye
fill	bazalise
excellent	obalaseleyo
practices	uqheliselo
long	kwakudala
a	luphawu
husbands	Amadoda
camp	eminqubeni
sun	Ilanga
did	wenzayo
arrested	ndabanjwa
adequate	eyaneleyo
deck	emgangathweni
go	ihambe
What	kuthini
you	usiva
evil	ongendawo
depth	ubunzulu
sharing	ukwabelana
she	mfazi
household	nendlu
global	yehlabathi lonke
seek	bafune
give	kukunika
tenth	isishumi
story	esinemigangatho
built	wakha
find	bafumanisa
and	nemilinganiselo
says	Utsho
pictures	imifanekiso
any	nangayiphi na
How	hayi
bereaved	ofelweyo
and	nokulungisa
doing	sisenza
our	nathi
happiness	sonwabe
respect	yokuhlonela
Few	Bambalwa
means	indlela
see	babona
fruits	neziqhamo
over	ukutyhubela
committee	komiti
drums	amagubu
African	baseAfrika
rooms	kumagumbi
the	kwendawo
covenant	mnqophiso
differently	eyahlukileyo
process	Inkqubo
continues	iyaqhubeka
rope	kwintambo
benefit	singenelwe
consider	ucinge
person	komntu
was	kwakunjalo
not	kungengenxa
present	abakhoyo
expected	kwakulindeleke
I	ndandikwazi
doctors	ngoogqirha
on	
greatness	ngobukhulu
holy	ongcwele
reside	kuhlala
dangerous	kwakuyingozi
four	sobane
same	enye
had	kwanyanzeleka
spring	ngentwasahlobo
pointed	walatha
bombs	iibhombu
gives	onika
season	ngexesha
which	lawo
my	endinalo
expressions	amabinzana
such	anjengelithi
spoke	ukuthetha
Isaiah	kaIsaya
me	Mna
why	ukuba
Paris	eParis
high	aphakamileyo
today	namhlanje
Talk	Thetha
faith	kholo
marriage	omtshato
partners	amaqabane
started	aqalisa
applying	ukusebenzisa
change	utshintsho
waves	ngamaza
future	Ikamva
God	UnguThixo
two	mbini
even	wayede
Cyrus	nguKoreshi
and	nabantwana
sitting	wayehleli
abuse	ngokuxhatshazwa
Uganda	eUganda
his	umfazi
states	ethi
Jehoram	uYehoram
these	kula
this	wolu
type	hlobo
safety	yokhuseleko
government	likarhulumente
and	nokwenziwa
keepers	bengqibelelo
faith	sinokholo
love	sibathanda
calamities	iintlekele
jealousy	umona
competition	wokhuphiswano
Of	Kuzo
comes	lisuka
greed	ukubawa
ambition	namabhongo
Paul	uPaul
prophet	njengomprofeti
these	nala
be	makabe
collector	werhafu
Before	Phambi kokuba
leaders	kwiinkokeli
translations	iinguqulelo
Hosea	Hoseya
know	Sazi
known	eyayisaziwa
might	ekusenokwenzeka
Asia	saseAsiya
While	Xa
conflict	ingxabano
part	ziyinxalenye
thousands	ezingamawaka
Philip	uFilipu
chariot	inqwelo
Isaiah	isiprofeto
prophecy	sikaIsaya
than	kwezigidi
historians	ababhali mbali
to	wathetha
United	elaseUnited
crime	lulwaphulo mthetho
language	yolwimi
document	uxwebhu
focusing	ingqalelo
Messiah	unguMesiya
salvation	wosindiso
their	benze
unbelievers	abangakholwayo
loss	ukuphulukana
absence	ukungabikho
good	elihle
American	eMerika
adolescents	abakwishumi elivisayo
vital	ekubaluleke
warnings	zilumkiso
loves	uyasithanda
known	wayesaziwa
strength	wamandla
comforting	esithuthuzelayo
used	wayedla
think	khawucinge
would	ebekuya
arrives	efika
impossible	engenakwenzeka
ban	wawuvaliwe
sackcloth	ezirhwexayo
Many	oluninzi
youths	Ulutsha
headquarters	ikomkhulu
branches	namasebe
called	ebizwa
young	abafana
serving	bekhonza
secular	zehlabathi
sex	ngesondo
to	ukuyenza
Trinity	uBathathu Emnye
based	elisekelwe
its	kwayo
understand	siyiqonde
is	kuhle
$	-
one	Ubani
find	ufumane
mountain	kwintaba
certain	oluthile
Papua	ePapua
should	singafanele
system	yenkqubo
scientists	oososayensi
to	bade
historians	Ababhali mbali
may	Usenokuba
perfect	ngokugqibeleleyo
widely	kakhulu
events	ziziganeko
appointed	amiselwe
likewise	Ngokufanayo
when	ngexesha
sacrifice	ukuzincama
loves	uthanda
resentment	inzondo
brotherly	wobuzalwana
to	ibhekisela
1	
14	
	1
1	
million	abazizigidi ezili
deeply	nzulu
I	ndandibona
many	Abaninzi
live	abaphila
My	lam
happened	kwathi
death	efile
Rehoboam	uRehobhoham
among	baphakathi
to	ukuqinisekisa
Europe	Yurophu
spend	achitha
is	siya
once	ngaphambili
park	epakini
calm	uzolile
George	uGeorge
Whatever	Enoba
are	yile
My	yakowethu
lived	yayihlala
same	omnye
Some	abanye
century	kwinkulungwane ngaphambi
passenger	zabakhweli
harvest	besivuno
what	ngendlela
think	bacinge
message	ngesigidimi
here	balapha
is	unguye
Jew	umYuda
nation	iintlanga
tribe	izizwe
tongue	iilwimi
reign	kulawula
agree	kuvumelana
there	kwakungekho
his	eza
religions	yeenkonzo
stand	ume
feet	ngeenyawo
servant	ngumkhonzi
long	nokuzeka
From	Evela
report	nengxelo
parts	iinxalenye
That	Eli
European	zaseYurophu
advises	ucebisa
take	uthabathe
climax	incopho
the	naleyo
Nabal	kaNabhali
their	walo
	kuquka
brotherhood	lobuzalwana
left	eliseleyo
south	kumazantsi
what	hayi
sea	lolwandle
to	kuso
the	weso
Hebrew	sesiHebhere
act	ukwenza
loving	zothando
daily	yonk imihla
listening	ukuphulaphula
entitled	eyayinomxholo othi
Spirit	Umoya
training	noqeqesho
too	nawe
determined	ndizimisele
john	yohane
problem	ngengxaki
racial	yobuhlanga
unlike	ngokwahlukileyo
will	ayiyi
nature	ngayo
mental	kwengqondo
expert	ingcali
most	kwinkoliso
movies	eshukumayo
earthquake	inyikima
wanted	owayefuna
study	lesifundo
History	Imbali
find	ukwazi
ask	ukubuza
forgive	asixolele
act	senzo
showed	kwabonisa
scale	ngomkhamo
mark	uphawu
right	lungelo
used	wasetyenziswa
Canada	laseKhanada
one	womnye
cried	wadanduluka
out	esithi
Have	Yiba
Unfortunately	Ngelishwa
sounds	izandi
made	lenziwe
will	ngokuthanda
Creator	koMdali
it	libe
share	isabelo
about	athetha
which	ngawo
freedom	kwenkululeko
appeared	kwavela
these	kuzo
a	benza
similar	afanayo
those	nalawo
would	esasiza
die	afe
explained	Wacacisa
started	baqalisa
thousands	kangangamawaka
no	tu
Working	Ukusebenza
published	ezipapashwe
by	yi
Rome	waseRoma
religion	njengonqulo
drink	nokusela
about	esimalunga
northwest	kumntla ntshona
Witness	oliNgqina
more	izinto
heartfelt	ngokusuka entliziyweni
human	ngabantu
Paradise	oyiParadisi
did	asizange
water	manzi
former	babesakuba
moved	bashukunyiselwa
enjoy	banandipha
special	elikhethekileyo
bond	iqhina
For	Xa
designed	ezenzelwe
Satan	lukaSathana
tribe	nezizwe
tongue	neelwimi
fear	boyike
he	uye
face	bejamelene
Obviously	Ngokuqinisekileyo
sick	Ndiyagula
Nabal	uNabhali
her	ukuba
act	okuthile
Africa	yaseAfrika
reports	inikela ngxelo
reasonable	esengqiqweni
goat	ibhokhwe
peoples	nabantu
has	eziye
based	lusekelwe
boat	wesikhephe
depending	kuxhomekeke
trying	bazama
(	)
brother	nomkhuluwa
the	nalowo
was	kwaye
answered	waphendula
context	Umongo
sovereignty	kolongamo
most	ngowona
continue	siqhubeke
In	Kule
previous	ngaphambili
She	Waye
the	yokugcina
included	kwakuquka
caring	ukunyamekela
wife	zomfazi
end	kokuphela
apostate	awexukileyo
already	ayesele
earth	yehlabathi
time	kwangethuba
traveled	wahamba
chief	abaziintloko
to	aza
Town	eKapa
shepherds	Abalusi
keep	ahlale
congregation	abakwibandla
believing	abakholwayo
origin	ngemvelaphi
sense	nemvakalelo
would	Kuya
long	Logama
similar	ziyafana
name	egama
was	leyo
advice	Icebiso
depression	ukudandatheka
behavior	isimilo
shall	siya
flesh	zenyama
What	Luhlobo
kind	olunjani
reveal	kutyhila
about	Malunga
to	wazama
overseer	lomveleli
help	ekuncedeni
may	esenokuba
even	kwananjengokuba
Corinth	aseKorinte
Come	Yizani
bow	isaphetha
slightly	kancinci
added	Wongezelela
after	emva kokuba
she	uza
a	sona
these	Ngala
balanced	esilungeleleneyo
State	noRhulumente
meekness	ululamo
elder	mdala
I	endaba
lived	ahlala
declaring	ekuvakaliseni
correctly	ngokuchanileyo
out	uphuma
	
house	zendlu
roots	iingcambu
soil	emhlabeni
servant	nomkhonzi
Ask	Buza
Torah	iTorah
on	ngosuku
week	evekini
arthritis	sokuqaqamba kwamalungu
child	zomntwana
Evening	seNkosi
Meal	Sangokuhlwa
beyond	nje
parent	komzali
may	mhlawumbi
teenage	yeshumi elivisayo
friend	mhlobo
learning	wayekufunda
say	wathi
showed	labonisa
available	ifumaneka
of	azo
parts	ezithile
Britain	laseBritani
obstacles	imiqobo
Jennifer	UJennifer
old	mdala
whatever	enoba
accusations	izityholo
of	zolu
further	obungakumbi
proof	ubungqina bokuba
discreet	elithembekileyo neliyingqondi
slave	ikhoboka
Aquila	uAkwila
Priscilla	noPrisila
difference	Umahluko
cost	iindleko
subject	umbandela
impressed	wachukumiseka
those	zezo
changes	nguqulelo
Despite	Phezu
may	esisenokuba
practices	noqheliselo
taught	wandifundisa
do	kwenjenjalo
cities	emizini
always	Ndisoloko
Atlantic	lweAtlantiki
from	eyayivela
astronomy	ngeenkwenkwezi
from	kubangelwa
for	becela
we	sibona
India	EIndiya
)	
Lazarus	ULazaro
was	wayeza
asked	wathi
average	ngokomlinganiselo
nuclear	senyukliya
Really	Enyanisweni
make	ukuzenzela
the	kumacala
mankind	kuluntu
blessings	ziintsikelelo
heart	neentliziyo
valuable	zexabiso
not	akazi
European	baseYurophu
years	beminyaka
our	yasekhaya
loyal	sinyanisekile
able	siyakwazi
	nokuba
victims	bangamaxhoba
countless	ezininzi
the	obu
date	suku
Volume	uMqulu
than	elingaphezu
B.C.E	ngowama B.C.E
already	abasele
situations	meko
equipment	isixhobo
certain	athile
lot	kakhulu
angel	Isithunywa sezulu
indeed	okunene
(	
can	ngazo
not	asilulo
with	ukuhlala
several	emininzi
account	kwingxelo
book	yencwadi
results	nemiphumo
brought	weza
territory	ntsimi
set	owamiselwa
thousand	kwamawaka
wedding	womtshato
makes	wenza
namely	kukuthi
two	bobabini
into	bangena
servants	kwabakhonzi
of	ababephila
sex	ngesini
marriage	abatshatileyo
Brooklyn	laseBrooklyn
to	ukuzenza
line	umnombo
More	ngakumbi
wanted	yayifuna
try	ukuzama
Solomon	bukaSolomon
angry	nomsindo
chosen	esinyuliweyo
for	de
times	namaxesha
preserve	ukulondoloza
sacrifice	ledini
be	kusetyenziswa
essential	ebalulekileyo
interpretation	ukutyhilwa
became	Ndaba
one	ngesinye
belief	ukukholelwa
evil	engendawo
spirits	nemimoya
be	kuyinto
about	ephathelele
I	ndandisoyika
why	isizathu sokuba
return	ndibuyele
spending	kokuchitha
religious	ezingokonqulo
convictions	iinkolelo
precious	oxabisekileyo
ransom	yintlawulelo
committed	wenza
study	Uhlolisiso
violent	ugonyamelo
inhabitants	000
nearby	ezikufuphi
villages	needolophana
found	ufumaneka
belief	nenkolelo
law	kumthetho
weight	kubunzima
which	ekuya
light	kukukhanya
in	olwenziwa
washing	ukuhlamba
he	wayeza
many	abantu
Pilate	kuPilato
professed	babesithi
taught	bafundisa
higher	ephakamileyo
who	ababesenza
I	Ndagqiba
this	Esi
event	isiganeko
that	Loo
help	anokusinceda
us	sazi
how	elingakanani
britain	ebritani
refer	linokubhekisela
does	wenza
had	waba
before	naphambi
basis	isizinzi
humankind	abantu
pioneering	ngoovulindlela
rich	isityebi
Lazarus	noLazaro
calamity	yintlekele
misuse	kakubi
free	inkululeko yokuzikhethela
this	eso
look	bakhangela
spoke	awayethetha
righteous	lwamalungisa
Haman	uHaman
wife	umkakhe
who	owayesele
meditation	ukucamngca
him	kumenza
served	waba
president	ngumongameli
Men	Abantu
hypocrisy	uhanahaniso
form	hlobo
close	osenyongweni
faith	enokholo
heart	nasentliziyweni
guilty	ndinetyala
appointed	elimisiweyo
did	abangazange
others	nezinye
belief	inkolelo
In	Ebudeni
mid	yee
fled	asaba
that	okuba
then	wandule
wickedness	ezimbi
can	ziyakwazi
communicate	ukunxibelelana
explanation	inkcazelo
Yes	Ngokwenene
my	ndaba
decades	mashumi eminyaka
relates	ithi
and	nakuzo
education	nemfundo
apologize	uxolo
union	womanyano
research	uphengululo
about	ngabo
person	yomntu
begin	Okokuqala
muscle	kwezihlunu
weakness	buthathaka
Easter	Ista
died	afe
greatly	kunene
what	kunjani
When	Ukufika
arrived	kwam
who	abaya
exercise	abe
God	abantu
Pharaoh	UFaro
reality	yokwenene
sense	ngqiqo
appointed	ndamiselwa
fulfill	ukuphumeza
inspired	ephefumlelwe
vessels	iimpahla
from	osuka
height	ubude
youths	aselula
youngsters	ulutsha
dangers	ngozi
ruling	ukulawula
Jehovah	KuYehova
father	Uyise
of	
was	kwakusithiwa
Schroeder	uSchroeder
concluded	waqukumbela
education	ngemfundo
do	siyenze
ships	kwinqanawa
on	kwindlela
we	sinesizathu
to	efanelekileyo
fuel	ipetroli
high	eliphezulu
England	yaseTshetshi
professor	ongunjingalwazi
oil	ye-oyile
trade	kurhwebo
started	ukuqalisa
attend	ukubakho
from	kumsebenzi
Religious	zonqulo
tried	zazama
gods	Oothixo
is	akakho
risk	sengozini
Court	INkundla
Man	Umntu
created	wadalwa
start	kwasekuqaleni
needed	Kwakufuneka
close	ngokusondeleyo
to	ifuna
adult	abadala
exactly	ncam
exercising	obonisa
frequently	rhoqo
used	asetyenziswa
is	lelithi
elder	ongumdala
stand	beme
abilities	ubuchule
your	onawo
do	konke
best	okusemandleni
then	Emva
help	anokukunceda
Most	abaninzi
are	bayakwazi
aware	ukuba
love	nithandane
loved	ndinithandileyo
—	— —
forgiveness	kuxolelwe
filled	kuzaliswa
hold	abambelele
mentioned	abakhankanywe
nevertheless	sekunjalo
amazing	ezimangalisayo
and	ahlale
affection	nomsa
building	ukwakha
medicines	amayeza
plants	kwizityalo
Emperor	uMlawuli
adjustment	uhlengahlengiso
in	phayaa
wicked	Ongendawo
statutes	imimiselo
do	wenza
bring	kuziswa
would	owayeya
flowers	neentyatyambo
loving	wothando
was	wayengekho
teachings	imfundiso
in	kwamanye
country	amazwe
wind	omoya
long	Kunini
for	eyayiza
unclean	iyinqambi
of	aloo
the	mzi
need	ukufuna
granted	wanika
is	kuthetha
